subject,class_level,chapter_order,concept,exams,archetype,build_class,archetype_v2,v2_confidence,v2_evidence,v2_top_sim
physics,11,4,Friction,b,free_body_forces,widget,none_symbolic,high,"c306-c308: almirah prose, 0<=fs<=musN, fk=mukN, tan(lambda)=mu, angle of repose, chain-off-table fraction; c311/c316/c317 worked numbers and MCQs. The blurb mentions a 'definition-plus-graph question' but no friction graph is drawn. Two independent passes agree (none_symbolic).",0.7266
physics,11,4,Circular Motion Dynamics (Banking),b,motion_path,widget,gap_banked_road,high,"c322 carries Figure 4.6: 'A vehicle on a road banked at angle theta; normal reaction N perpendicular to the tilted surface, resolved into N cos and N sin toward the centre; weight mg down.' Figure 4.7 adds friction down the incline. Two independent passes agree (GAP).",0.6797
physics,11,4,Vertical Circular Motion,b,motion_path,widget,none_symbolic,med,"c347/c351/c354: T-mg=mv^2/r at the bottom, T+mg at the top, v_top=sqrt(gr), v_bottom=sqrt(5gr), rod-vs-string, leaving a smooth sphere. The one figure here, c326's Figure 4.8 well-of-death cylinder, belongs to the banking subtopic. Two independent passes agree (none_symbolic).",0.6415
physics,11,4,Non-Inertial Frames and Pseudo Forces,b,free_body_forces,widget,none_symbolic,high,c295 gives F_pseudo = -m*a0 and apparent weight R=m(g+-a) in the formula block; c294 mentions a tilted pendulum bob in an accelerating bus in prose; c346 gives 'replace g by g_eff = g +- a0'. No diagram is described. Two independent passes agree (none_symbolic).,0.6761
physics,11,5,Work Done by a Force,b,free_body_forces,widget,gap_work_sign_panels,high,"c385: 'Three side-by-side panels of a block on a surface with a displacement arrow pointing right. Panel 1: force arrow at acute angle labelled Positive work. Panel 2: obtuse angle, e.g. friction, Negative work. Panel 3: 90 deg, Zero work.'. Two independent passes agree (GAP).",0.7414
physics,11,5,Kinetic Energy,b,free_body_forces,widget,none_symbolic,high,"c395/c396 give K=1/2mv^2, K=p^2/2m, p=sqrt(2mK); c398 is a Quantity/Symbol/SI-Unit/Dimension reference table. The only figures retrieved are c399's U(x) curve and c385's work-sign panels, both belonging to sibling concepts. Two independent passes agree (none_symbolic).",0.7006
physics,11,5,Work-Energy Theorem,b,free_body_forces,widget,none_symbolic,med,"c387/c388 is the calculus derivation (W=int F dx, chain rule v dv/dx, integrate); c391 the frame-dependence example; c394 pitfalls plus a revision box. The three-panel figure in c385 illustrates the sign of work, not the theorem. Two independent passes agree (none_symbolic).",0.7301
physics,11,5,Conservative and Non-Conservative Forces,b,free_body_forces,widget,none_symbolic,med,"c406/c409/c415: three equivalence tests, W_cons=-dU, W_nc=dE, |W_fric|=f*d_sliding, the cross-derivative test, c412's two-path line integrals. The energy-bar figure in c408 is captioned 'E = K + U is identical - energy is conserved'. Two independent passes agree (none_symbolic).",0.8015
physics,11,5,Potential Energy,b,free_body_forces,widget,gap_potential_energy_curve,high,c399: 'A potential energy curve U(x) with a wavy shape showing one valley (Stable equilibrium) and one hilltop (Unstable equilibrium). A horizontal dashed line labelled Total energy E intersects the curve at two Turning points (K=0).'. Two independent passes agree (GAP).,0.7511
physics,11,5,Conservation of Mechanical Energy,b,free_body_forces,widget,gap_energy_bar_chart,med,"c408: 'A swinging pendulum shown at three positions - far left, bottom, far right - with a small energy bar beside each. Left and right bars: all potential energy. Bottom bar: all kinetic. Total height of each bar (E = K + U) is identical.'. Two independent passes agree (GAP).",0.7527
physics,11,5,Various Forms of Energy and Law of Conservation of Energy,b,free_body_forces,widget,none_symbolic,med,"c416/c417 list the forms and give 1 cal = 4.186 J, E=mc^2, 1 u = 931.5 MeV. c418's chain 'chemical (coal) -> heat -> kinetic (steam turbine) -> electrical -> light + heat' is written inline in prose, never drawn as boxes. Two independent passes agree (none_symbolic).",0.8249
physics,11,5,Power,b,free_body_forces,widget,gap_area_under_curve,high,"c424: 'A power-versus-time (P-t) graph showing a curve that rises and falls. The region between the curve and the time axis is shaded, labelled Area under P-t curve = Work done. Beside it, a small W-t graph with a tangent line.'. Two independent passes agree (GAP).",0.7326
physics,11,5,Collisions,b,motion_path,widget,gap_collision_diagram,high,"c436: 'A two-row schematic. Top row Head-on (1-D): two balls m1 and m2 on a horizontal line with arrows u1, u2 before and v1, v2 after. Bottom row Oblique (2-D): m1 approaching a stationary m2, with the dashed line of impact marked.'. Two independent passes agree (GAP).",0.7630
physics,11,5,Motion in a Vertical Circle,b,geometry_plane,widget,none_symbolic,med,"c447-c449, c456: T = mv^2/R + mg cos(theta), v^2 = v_b^2 - 2gh, the sqrt(gR)/sqrt(3gR)/sqrt(5gR) trio, T_bottom - T_top = 6mg, three regimes. c455 tells the student to 'Sketch the circle and label them' - advice, not a printed figure. Two independent passes agree (none_symbolic).",0.7491
physics,11,6,Rigid Bodies and Types of Motion,b,motion_path,widget,gap_motion_type_panels,high,"c479/c480 carry Figure 6.1: 'Three side-by-side panels. Panel 1 Translation: a block with identical parallel velocity arrows. Panel 2 Rotation: a disc with a fixed axis, outer arrows longer. Panel 3: a wheel with v_cm plus rotation.'. Two independent passes agree (GAP).",0.7582
physics,11,6,Center of Mass,b,motion_path,widget,gap_mass_element_geometry,high,"c484/c485 carry Figure 6.2: 'A semicircular wire of radius R centred at origin, flat diameter on the x-axis. A small element of arc at angle theta, subtending d-theta, with its y-coordinate marked R sin theta.' Plus y_cm = 2R/pi. Two independent passes agree (GAP).",0.7172
physics,11,6,Motion of Center of Mass and Linear Momentum,b,motion_path,widget,none_symbolic,med,"c483/c484 are the six-step derivation (M r_cm = sum m_i r_i, differentiate twice, internal forces cancel, F_ext = M a_cm) plus the momentum corollary. The figures retrieved (6.1 in c480, 6.2 in c484) belong to sibling concepts. Two independent passes agree (none_symbolic).",0.7029
physics,11,6,Vector Product of Two Vectors,b,geometry_3d,widget,none_symbolic,med,"c494-c497, c504: A x B = AB sin(theta) n-hat, anti-commutativity, cyclic i/j/k products, the 3x3 determinant expansion, parallelogram/triangle area. Right-hand rule and parallelogram are described in words only; no figure. Two independent passes agree (none_symbolic).",0.6962
physics,11,6,Rotational Kinematics,b,motion_path,widget,none_symbolic,med,"c539/c541/c544/c550: the rotational SUVAT set, theta in the n-th second, the s=r theta / v=r omega / a_t=r alpha bridge, and the integration producing them. Figures 6.9 (c543) and 6.1 (c480) belong to the dynamics and motion-types siblings. Two independent passes agree (none_symbolic).",0.7047
physics,11,6,Torque and Angular Momentum,b,motion_path,widget,none_symbolic,med,"c505-c509, c515: tau = r x F, |tau| = r_perp F, L = r x p, L = I omega, the six-step dL/dt = tau derivation where v x mv vanishes, angular impulse, K_rot = L^2/2I, and a Quantity/Unit/Dimension table. No figure in any chunk. Two independent passes agree (none_symbolic).",0.7931
physics,11,6,Equilibrium of Rigid Bodies,b,motion_path,widget,gap_lever_diagram,high,"c518 carries Figure 6.4: 'A horizontal lever resting on a triangular fulcrum at point O. A downward force F1 acts at distance d1 to the left of O, and a downward force F2 at distance d2 to the right.' Figure page prints F1 d1 = F2 d2. Two independent passes agree (GAP).",0.7701
physics,11,6,Moment of Inertia,b,motion_path,widget,gap_mass_element_geometry,high,"c528 carries Figure 6.7: a rod of length L centred at the origin with an element of width dx at distance x and a dashed rotation axis. c533/c534 carry Figure 6.8: a solid sphere with a disc-slice of thickness dy, r = sqrt(R^2-y^2). Two independent passes agree (GAP).",0.7383
physics,11,6,Rotational Dynamics,b,motion_path,widget,gap_pulley_diagram,med,"c545 carries Figure 6.10: 'A disc-shaped pulley mounted on a fixed horizontal axle, with a string over it carrying a hanging block of mass m. Tension T acts up on the block.' Figure page prints mg-T=ma, TR=(1/2)MR^2 alpha. Two independent passes agree (GAP).",0.7137
physics,11,6,Rolling Motion,b,motion_path,widget,gap_rolling_motion_diagram,high,"c557 carries Figure 6.12: 'A sphere moving right with velocity v0 and zero spin, on a horizontal floor. Kinetic friction f acts backward at the contact point, decelerating the centre while spinning the sphere up, until v = R omega.'. Two independent passes agree (GAP).",0.7481
physics,11,6,Angular Impulse and Collisions with Rigid Bodies,j,motion_path,widget,none_symbolic,med,"c573-c577 (Addendum D) are pure algebra: mv=(M+m)V, I_cm = ML^2/12 + m(ML/2(M+m))^2, omega = 6mv(M+m)/L(M^2+5Mm+m^2), centre of percussion x = 2L/3, plus checks. No figure described in any chunk. Two independent passes agree (none_symbolic).",0.6757
physics,11,7,Newton's Law of Gravitation,b,free_body_forces,widget,gap_free_body_diagram,high,"Figure 7.1: two spherical masses m1,m2 separated by r with arrows F12 and F21, 'equal and opposite (Newton's 3rd law)'; Figure 7.2 draws the rod of length L with element dx and an arrow dF pulling m. Force-vector schematics. Two independent passes agree (GAP).",0.7411
physics,11,7,The Gravitational Constant and Two-Body Systems,j,free_body_forces,widget,apparatus,med,"c664/c665 set out the Cavendish torsion balance - light dumbbell on a fine fibre, large masses brought near, mirror throwing a light-spot onto a distant scale - with G = kappa*theta*d^2/(MmL). Fig 7.13 (binary) also retrieved. Two independent passes agree (apparatus).",0.7820
physics,11,7,Acceleration due to Gravity and Its Variation,b,free_body_forces,widget,none_symbolic,high,"c620-c624 carry only g=GM/R^2, g_h, g_d=g(1-d/R) and g_lambda=g-omega^2 R cos^2(lambda) as derivations plus numericals; c634 is the cheat-sheet box. No figure number or caption in any retrieved chunk. Two independent passes agree (none_symbolic).",0.6902
physics,11,7,Gravitational Field Intensity,b,free_body_forces,widget,gap_field_vs_radius_graph,med,"Figure 7.5: 'Two graphs of E_g versus r. (1) Shell: E = 0 for r<R, a vertical jump to GM/R^2 at r=R, then a 1/r^2 decay. (2) Solid sphere: a straight line rising from origin...' Piecewise, so no xy_plot curve kind fits. Two independent passes agree (GAP).",0.7645
physics,11,7,Gravitational Potential,b,free_body_forces,widget,none_symbolic,med,"c638/c640/c649 give the V=-GM/r definition, the E_g=-dV/dr derivation and the cheat-sheet box. The only figure in retrieval, Fig 7.8, is a U-versus-r curve belonging to the potential-energy sibling. Two independent passes agree (none_symbolic).",0.7232
physics,11,7,Gravitational Potential Energy,b,free_body_forces,widget,gap_potential_energy_curve,low,"Figure 7.8 rendered in c637 with axes r(m) 0-5 and U(J) 0 to -4, annotated 'U = 0 at r->inf', 'U < 0 for all finite r', 'more negative -> more tightly bound'. Hyperbola with an asymptote; no coefficients given, so not xy_plot. PASSES SPLIT: A=xy_plot B=gap_potential_energy_curve; kept the less optimistic.",0.7279
physics,11,7,Escape Velocity,b,motion_path,widget,none_symbolic,high,"c639/c640 derive v_e = sqrt(2GM/R) = sqrt(2gR) from energy conservation; c642 is a ratio numerical; c679/c680 are formula-sheet lines. Fig 7.9 in retrieval shows masses m and 2m approaching - the PE example, not escape. Two independent passes agree (none_symbolic).",0.7033
physics,11,7,Kepler's Laws of Planetary Motion,b,motion_path,widget,none_symbolic,med,c652/c654 state the three laws and derive T^2 = 4pi^2 r^3/GM in text; no ellipse-with-focus or equal-areas figure is drawn. Fig 7.10 (mountain and cannon arcs) in retrieval is the satellite-orbit intuition figure. Two independent passes agree (none_symbolic).,0.6942
physics,11,7,Satellite Motion and Orbital Mechanics,b,motion_path,widget,gap_orbit_diagram,med,Figure 7.10: 'A tall mountain on a curved Earth. Several projectile trajectories launched horizontally at increasing speeds... one that curves all the way around and becomes a closed circular orbit.' Fig 7.11 adds an orbit of radius r0. Two independent passes agree (GAP).,0.7015
physics,11,7,Weightlessness,b,motion_path,widget,none_symbolic,low,"Retrieval returned the g-variation worked examples (c626: equatorial weightlessness, omega = sqrt(g/R)) and cheat-sheet boxes. The only figures present, Fig 7.1 and Fig 7.2 via c593/c600, belong to Newton's law of gravitation. Two independent passes agree (none_symbolic).",0.6314
physics,11,8,"Stress, Strain and Hooke's Law",b,free_body_forces,widget,gap_stress_strain_curve,med,"Figure 8.1 is drawn in c712: stress (GPa) against strain, with O->P proportional limit, E elastic limit, yield point, ultimate tensile strength, fracture, 'slope = Y', elastic region and plastic region shaded. Two independent passes agree (GAP).",0.7559
physics,11,8,Stress-Strain Curve and Yielding,b,free_body_forces,widget,gap_stress_strain_curve,high,"Figure 8.2 in c744 plots three stress-strain curves on one set of axes - ductile metal, brittle material, and elastomer loading/unloading forming a hysteresis loop with 'energy lost as heat' shaded. Fig 8.1 also retrieved. Two independent passes agree (GAP).",0.7706
physics,11,8,Young's Modulus,b,free_body_forces,widget,apparatus,med,c753 opens with 'Young's modulus from Searle's experiment: Y = MgL/(pi r^2 dL)'; c762 names the 'Searle's experiment: twin-wire setup (reference cancels temperature/support errors)'. No figure number is given for Y itself. Two independent passes agree (apparatus).,0.7510
physics,11,8,Bulk Modulus and Compressibility,b,free_body_forces,widget,none_symbolic,high,"c727/c722 give B = -P/(dV/V), k = 1/B, B_iso = P and B_adia = gamma*P from differentiating PV^gamma; c724/c725 are the copper-cube and diatomic-gas numericals. No figure number or caption in any retrieved chunk. Two independent passes agree (none_symbolic).",0.7573
physics,11,8,Shear Modulus,b,free_body_forces,widget,none_symbolic,high,eta = tau/phi appears only as a definition line in c709/c721 and in the cheat-sheet boxes c730/c762; the rest is the moduli formula set and the Y = 2eta(1+nu) algebra. No sheared-block figure is drawn in these chunks. Two independent passes agree (none_symbolic).,0.6920
physics,11,8,Poisson's Ratio,b,free_body_forces,widget,none_symbolic,high,"c732-c737 give nu = -lateral/longitudinal, dV/V = (1-2nu) dL/L via log differentiation, and worked strain numbers; c741 is the cheat-sheet box. No figure number or caption appears in any retrieved chunk. Two independent passes agree (none_symbolic).",0.6642
physics,11,8,Relations Among Elastic Constants,b,free_body_forces,widget,none_symbolic,high,"c720-c724 carry Y = 2eta(1+nu) = 3B(1-2nu) and the elimination of nu giving 9/Y = 1/B + 3/eta, with the consistency check in c726. Pure algebra; no figure number in the retrieved chunks. Two independent passes agree (none_symbolic).",0.7332
physics,11,8,Elastic Potential Energy,b,free_body_forces,widget,none_symbolic,med,"c734 integrates dW = (YA/L) l dl to U = (1/2)F dL, and c735 states that the area under the stress-strain curve is energy density - a procedure written in prose, with no figure number. Fig 8.1 is not among this concept's chunks. Two independent passes agree (none_symbolic).",0.7059
physics,11,8,Thermal Stress and Thermal Expansion,b,free_body_forces,widget,none_symbolic,high,"c754 derives sigma = Y*alpha*dT and F = YA*alpha*dT; c756 is the clamped-rod numerical; c768/c769 handle the gap case, strain = alpha*dT - s/L. The only figure retrieved is Fig 8.1 (stress-strain) via c712, a sibling's figure. Two independent passes agree (none_symbolic).",0.6781
physics,11,8,Applications of Elastic Behaviour,b,free_body_forces,widget,apparatus,med,"c754/c755 give Searle's experiment step by step: two identical wires from one rigid support, a reference wire under a fixed dead load, a frame carrying a spirit level and a micrometer screw, loads added in steps. Two independent passes agree (apparatus).",0.7527
physics,11,9,Fluid Pressure and Pascal's Law,b,free_body_forces,widget,gap_free_body_diagram,med,"Figure 9.1 (c787/c788): a thin vertical cylindrical element of liquid, area A, with arrows P1*A down on the top face, P2*A up on the bottom face and weight mg = rho*A(h2-h1)g. Figure 9.2 draws the two-piston hydraulic lift. Two independent passes agree (GAP).",0.8224
physics,11,9,Buoyancy and Floatation,b,free_body_forces,widget,gap_free_body_diagram,high,"Figure 9.4 (c803/c804): an arbitrarily-shaped submerged body with inward pressure arrows, longer on the deeper surfaces, beside the same boundary filled with fluid showing weight m_f*g down and buoyant force F_B up at the centroid. Two independent passes agree (GAP).",0.7879
physics,11,9,Fluids in Accelerated and Rotating Frames,j,free_body_forces,widget,gap_rotating_fluid_surface,high,"Figure 9.7 (c818/c819): a vertical cylindrical vessel of radius R rotating at omega, the free surface drawn as a parabola lowest at the vertex, with N, mg, N sin(theta) = m*omega^2*r, N cos(theta) = mg and h = omega^2 R^2/2g marked. Two independent passes agree (GAP).",0.7823
physics,11,9,Equation of Continuity,b,free_body_forces,widget,gap_flow_tube_diagram,high,"Figure 9.8 caption in c830: 'A tube of flow with a wide left section (area A1, speed v1) and a narrow right section (area A2, speed v2). Shaded fluid slugs of length v1*dt and v2*dt show the volume crossing each section.'. Two independent passes agree (GAP).",0.6620
physics,11,9,"Turbulent Flow, Critical Velocity and Reynolds Number",b,free_body_forces,widget,none_symbolic,med,"c829/c841 give only Re = rho*v*D/eta with the 'below ~1000 streamline, above ~2000 turbulent' bands, and c856/c868 the critical velocity v_c = Re*eta/(rho*D) in prose. The figure retrieved, Fig 9.11 in c861, is Poiseuille's profile. Two independent passes agree (none_symbolic).",0.7327
physics,11,9,Bernoulli's Theorem,b,free_body_forces,widget,gap_flow_tube_diagram,high,"Figure 9.9 (caption in c830, drawn in c832): a tube of flow rising left to right, lower-left A1,v1,P1,h1 and upper-right A2,v2,P2,h2, with P1*A1 pushing the fluid in and P2*A2 resisting, above a marked reference level. Two independent passes agree (GAP).",0.7901
physics,11,9,Viscosity and Newton's Law of Viscosity,b,free_body_forces,widget,none_symbolic,med,"c842/c844 carry F = -eta*A dv/dx, the units and dimensions of eta, and the river-layer and paper-stack analogies as prose; no layered-flow figure is drawn. Figs 9.10 and 9.11 in retrieval belong to terminal velocity and Poiseuille. Two independent passes agree (none_symbolic).",0.7146
physics,11,9,Poiseuille's Law and Viscous Flow Resistance,j,free_body_forces,widget,gap_velocity_profile,high,"Figure 9.11 (c859/c861): a horizontal cylindrical tube of radius r, a coaxial inner cylinder of radius s, and the velocity profile drawn as a parabola - zero at the walls (no-slip), maximum on the axis - with P1, P2 over length l. Two independent passes agree (GAP).",0.8418
physics,11,9,Stokes' Law and Terminal Velocity,b,free_body_forces,widget,gap_free_body_diagram,high,"Figure 9.10 (c847/c848): a small sphere of radius r falling through a liquid column with three force arrows - weight (4/3)pi r^3 rho_b g down, buoyancy (4/3)pi r^3 rho_f g up, drag 6*pi*eta*r*v up - 'At terminal velocity: W = F_B + F_v'. Two independent passes agree (GAP).",0.7525
physics,11,9,Surface Tension,b,free_body_forces,widget,gap_surface_film_diagram,med,"c875 draws Figure 9.12 (rectangular wire frame PQRS with sliding wire RS of length l, soap film, force 2Sl inward, pulled out by x) and Figure 9.13 (soap bubble of radius R cut into hemispheres, 2(2*pi*R)S against dP*pi*R^2). Two independent passes agree (GAP).",0.7650
physics,11,9,Capillarity,b,free_body_forces,widget,gap_capillary_rise_diagram,high,"Figure 9.14 (c874/c875): a narrow capillary tube of radius r dipped in a wetting liquid, concave meniscus, liquid risen to height h, angle of contact theta, meniscus radius R = r/cos(theta), with h = 2S cos(theta)/(r rho g) labelled. Two independent passes agree (GAP).",0.7190
physics,11,10,Temperature and Thermometry,b,xy_plot,widget,none_symbolic,high,"c961 prints only a thermometer/property/range reference table (text ranges, not numbers); c907/c916 are scale-conversion algebra, the anomalous-water MCQ and pitfalls. No figure number or caption in any chunk. Two independent passes agree (none_symbolic).",0.6886
physics,11,10,Ideal Gas Equation and Absolute Temperature,b,thermo_pv,widget,none_symbolic,med,c959 says in prose 'Plot the pressure ... against Celsius temperature and you get a straight line. Extend that line backward' but no figure/caption appears; c961-c963 are the T=273.16 P/Ptr derivation and numericals. Two independent passes agree (none_symbolic).,0.7420
physics,11,10,Thermal Expansion,b,xy_plot,widget,gap_thermal_expansion_diagram,high,"c911: 'Figure 10.1 Thermal expansion of a cube: the solid cube of side L0 at T0 and, dashed, the expanded cube of side L = L0(1+alpha Delta T) sharing one corner' - a parametric pen-and-ruler schematic, not hardware. Two independent passes agree (GAP).",0.7017
