subject,class_level,chapter_order,concept,exams,archetype,build_class,archetype_v2,v2_confidence,v2_evidence,v2_top_sim
physics,11,12,Degrees of Freedom and Equipartition of Energy,b,xy_plot,widget,data_table_trend,med,"Book prints 'Gas type | Translational | Rotational | f(room T) | f(high T)' for mono/di/non-linear poly: 3 rows x 4 numeric cols (3,0,3,3 / 3,2,5,7 / 3,3,6), within all caps. | ROUTING WITHHELD: physics-11 blind check scored 71% at high, under the 90% bar. Verdict kept, confidence demoted so it cannot route until re-measured against a harmonised labelled_figure/gap_* rule.",0.5426
physics,11,12,Internal Energy and Specific Heat Capacities,b,thermo_pv,widget,data_table_trend,med,"'Standard values: Gas | f | CV | CP | gamma' (3/1.5R/2.5R/1.67; 5/2.5R/3.5R/1.40; 6/3R/4R/1.33) fits the caps, but retrieval for this concept is dominated by mean-free-path text.",0.5463
physics,12,3,"EMF, Terminal Voltage and Internal Resistance",b,circuit,widget,circuit_network,med,"Chunk 2 is Fig 3.13, a single loop of cell E with internal r driving external R — expressible as series cell+r+R — though the dashed cell box and terminal-V label are not.",0.6837
physics,12,3,Kirchhoff's Laws and Network Analysis,b,circuit,widget,circuit_network,med,"Chunk 6 is Fig 3.17's diamond bridge (P,Q,R,S plus galvanometer on diagonal, 6 V across the other) — exactly the bridge topology; but Fig 3.16's junction/hill metaphor is not.",0.7053
physics,12,3,Wheatstone Bridge,b,circuit,widget,circuit_network,med,"Top chunk derives P/Q = R/S from Fig 3.17 (four arms plus G on the B-D diagonal, battery across A-C); chunks 2 and 4 pull in the meter-bridge Fig 3.19 instead.",0.5946
physics,12,13,Radioactive Decay Law and Half-Life,b,xy_plot,widget,xy_plot,med,"Figure 13.5 is N = N0 e^-lambda*t with N0/2, N0/4, N0/8 at equal T1/2 spacing; expressible as curve=exponential a=1,b=-0.693,c=0, x 0..4, though most chunks are the derivation.",0.7471
chemistry,11,2,Photoelectric Effect,b,xy_plot,widget,xy_plot,med,"Law 3 states KEmax and stopping potential 'rise linearly with v and are completely independent of intensity', with hv=W0+KEmax. A closed-form line xy_plot can draw, but no graph is shown in the chunks.",0.5468
chemistry,11,3,Ionization Enthalpy: Trends and Anomalies,b,data_table_trend,widget,data_table_trend,med,"'reversals at Be>B, N>O (and Mg>Al, P>S)' plus successive-IE data 800, 2427, 3658, 25024, 32824 kJ/mol and the 1402 value for N. A numeric row set whose whole point is its anomalies.",0.5604
chemistry,11,3,"Metallic Character, Reactivity and Nature of Oxides",b,data_table_trend,widget,data_table_trend,med,"Period-3 oxide progression Na2O.MgO.Al2O3.SiO2.P2O5.SO3.Cl2O7 with basic->amphoteric->acidic. Fits 7 rows x categorical cells, but the book renders it as a shaded bar figure with arrows, not a grid.",0.5917
chemistry,11,4,"Ionic Bond Formation, Lattice Enthalpy and Born-Haber Cycle",b,molecule_struct,widget,process_flow,med,"Chunk: 'Figure A closed Born-Haber cycle for an alkali halide MX' - boxes M(s)+1/2X2, M(g), M+(g), X-(g), MX(s) joined by sublimation/ionisation/electron-gain/lattice arrows, each ",0.6415
chemistry,11,4,Hybridization and Valence Bond Theory,b,molecule_struct,widget,molecule_struct,med,"Chunks give hybrid-orbital geometry directly: sp3 four orbitals to tetrahedron corners (CH4), sp2 three at 120deg in a plane (ethene, planar), sp linear 180deg (ethyne), with bond ",0.6584
chemistry,11,7,"Types of Redox Reactions: Combination, Decomposition and Displacement",b,reaction_mechanism,widget,reaction_scheme,med,"Chunks give the four families as species-and-arrow templates: A+B->AB, AB->A+B, A+BC->AC+B, plus worked instances (Zn+CuSO4->ZnSO4+Cu, 2KClO3 -Delta-> 2KCl+3O2).",0.7064
chemistry,11,7,Disproportionation and Comproportionation Reactions,b,reaction_mechanism,widget,reaction_scheme,med,"Chunk works 3MnO4(2-)+4H+ -> 2MnO4(-) + MnO2 + 2H2O, one element at +6 splitting to +7 and +4 - a branching species scheme with O.N. labels on each arrow.",0.6677
chemistry,11,7,"Redox Couples, Electrode Potential and Electrochemical Cells",b,data_table_trend,widget,data_table_trend,med,"The chunks carry the E0 ladder figure with 13 couples from F2/F- +2.87 down to Li+/Li -3.05 and SHE at 0.00, monotone. Fits rows+one numeric column, but a galvanic cell with salt bridge is an equally supported apparatus verdict.",0.6519
chemistry,11,9,Conformational Analysis of Alkanes (Newman Projections),b,molecule_struct,widget,xy_plot,med,"Figure spec in chunk: 'Potential-energy-vs-dihedral-angle curve for ethane', minima staggered 60/180/300, maxima eclipsed 0/120/240, gap 12.5 kJ/mol. Newman projections themselves ",0.5883
chemistry,11,9,Free Radical Halogenation and Reactions of Alkanes,b,reaction_mechanism,widget,reaction_scheme,med,Chunk gives the three-step chain as equations: Cl-Cl -hv-> 2Cl*; Cl* + CH4 -> *CH3 + HCl; *CH3 + Cl2 -> CH3Cl + Cl*; termination *CH3+*CH3->C2H6. Species nodes with labelled arrows,0.6333
chemistry,11,9,Electrophilic Addition Reactions of Alkenes (Markovnikov and Peroxide Effect),b,reaction_mechanism,widget,reaction_scheme,med,Chunks give the two-step HBr addition via the more stable carbocation and an explicit ozonolysis spec: alkene +O3/CCl4 -> ozonide -> +Zn/H2O -> two carbonyl fragments. Species + re,0.7344
chemistry,11,9,Preparation of Alkynes and Alkane-Alkene-Alkyne Interconversion,b,reaction_mechanism,widget,reaction_scheme,med,"Chunks give the interconversion ladder with reagents on the arrows: HC#CH -H2,Pt/Pd/Ni-> H2C=CH2 -H2-> CH3CH3; Lindlar -> cis alkene, Na/liq NH3 -> trans alkene; +2HBr -> gem-dihal",0.6263
chemistry,12,1,Relative Lowering of Vapour Pressure and Raoult's Law,b,xy_plot,widget,xy_plot,med,Chunks derive p_total = pA0 + (pB0-pA0)xB as 'a straight line in xB' and carry the Figure 1.3 caption plotting partial and total pressure against mole fraction.,0.709
chemistry,12,1,Vapour Pressure of Binary Liquid Mixtures and Vapour-Phase Composition,b,xy_plot,widget,xy_plot,med,"Chunks are Raoult+Dalton vapour-composition numericals, but the Figure 1.3 caption (partial/total pressure linear in mole fraction) is retrieved at 0.59, so a plot backs the binary-mixture half.",0.601
chemistry,12,1,Ideal and Non-ideal Solutions and Azeotropes,b,xy_plot,widget,xy_plot,med,'Figure 1.3 ... partial pressures and total pressure vary linearly with mole fraction' and 'Figure 1.4 Non-ideal: positive deviation bows the curves above the ideal (dashed) lines'. Plotted p vs x.,0.6037
chemistry,12,2,Kohlrausch's Law and Limiting Molar Conductivity,b,xy_plot,widget,xy_plot,med,"The Lambda_m vs root-c figure ('a strong electrolyte extrapolates cleanly to the intercept; a weak one shoots up') is retrieved at 0.57, but Kohlrausch itself is additive arithmetic.",0.6461
chemistry,12,3,Arrhenius Equation and Temperature Dependence of Rate,b,xy_plot,widget,xy_plot,med,Chunks state 'a plot of ln k versus 1/T is a straight line of slope -Ea/R' and note JEE sets 'graphical ln k vs 1/T problems'. A closed-form plotted line.,0.5965
chemistry,12,4,"Atomic Radii, Density and Melting Point Trends",b,data_table_trend,widget,xy_plot,med,"Figures page plots 'melting point / K' against Sc-Zn with 4d/5d series overlaid: 'dip at Mn', 'peak near V/Cr', 'Zn very low'. 10 x-points, so a plot rather than an 8-row table.",0.5184
chemistry,12,4,Colour of Transition Metal Ions,b,energy_level,widget,data_table_trend,med,"Colour rule (d0/d10 colourless) plus a short category list: Ti3+ purple, Cr3+ violet, Mn2+ pink, Fe3+ yellow, Co2+ pink, Cu2+ blue - 7 rows of <=8-char cells with the d0/d10 exceptions.",0.5528
chemistry,12,4,"Potassium Dichromate: Preparation, Structure and Reactions",b,molecule_struct,widget,reaction_scheme,med,"Chunks are dominated by reagent-labelled equations: chromite-ore manufacture, K2Cr2O7 + 2H2SO4 -> 2CrO3 + 2KHSO4 + H2O, and the pH interconversion 2CrO4(2-) + 2H+ <=> Cr2O7(2-) + H",0.6054
chemistry,12,4,"Potassium Permanganate: Preparation, Structure and Reactions",b,molecule_struct,widget,reaction_scheme,med,Chunks give preparation equations (2Mn2+ + 5S2O8(2-) + 8H2O -> 2MnO4-...; 2MnO2+4KOH+O2 -> 2K2MnO4) and the 5-3-1 medium-dependent half-reactions with their products. Species + lab,0.664
chemistry,12,4,Lanthanoid Contraction and Its Consequences,b,data_table_trend,widget,xy_plot,med,"Figures page plots 'Ln3+ ionic radius / pm' (85-110) against La...Lu, 'smooth, near-linear decrease', with Zr 160 / Hf 159 annotated. An actual plotted dataset.",0.5543
chemistry,12,4,Ionisation Enthalpy Trends in the Transition Series,b,data_table_trend,widget,data_table_trend,med,"Real numbers and named anomalies: 2nd ionisation enthalpy spikes at Cr (1592) and Cu (1958), atomisation 279 vs 398, an 8-row E0(M3+/M2+) table. But the 3d series is 10 elements, past the 8-row cap.",0.5964
chemistry,12,5,"Oxidation State, Coordination Number and EAN",b,none_symbolic,none,molecule_struct,med,"Coordination-mode content: charge bookkeeping inside the bracket, CN from donor atoms (4 tetrahedral, 6 octahedral), EAN table [Ni(CO)4] 36, [Fe(CO)5] 36, [Cr(CO)6] 36. Polynuclear M-M cases do not fit.",0.6385
chemistry,12,6,Physical Properties of Haloalkanes and Haloarenes,b,molecule_struct,widget,data_table_trend,med,"Chunks are exactly a trend-with-exceptions set: b.p. RI>RBr>RCl>RF, rises with chain length, falls with branching; density rule (only Br/I/poly denser than water); para dihalobenze",0.7069
chemistry,12,6,Preparation of Haloalkanes,b,reaction_mechanism,widget,reaction_scheme,med,"Chunks list routes as reagent-labelled transformations: R-OH + SOCl2/PCl3/PCl5, alkene + HX (Markovnikov), Finkelstein (NaI, dry acetone), Swarts, and diazonium -> Sandmeyer/Gatter",0.633
chemistry,12,6,"Reactions with Metals: Grignard, Wurtz and Fittig",b,reaction_mechanism,widget,reaction_scheme,med,"Balanced equations with condition labels: 'R-X + Mg dry ether -> R-MgX', '2 R-X + 2Na dry ether -> R-R + 2NaX', Wurtz-Fittig. Rest of the retrieval is SN1/SN2 prose (top sim 0.54).",0.5397
chemistry,12,6,Nucleophilic Substitution in Haloarenes,b,reaction_mechanism,widget,reaction_scheme,med,"Addition-elimination on EWG-activated rings, Dow's process (NaOH 623 K/300 atm -> phenol), benzyne route, plus the 'substitution product map: choose the reagent, get the product'.",0.6909
chemistry,12,7,Williamson Ether Synthesis,b,reaction_mechanism,widget,reaction_scheme,med,"Chunk 1 gives the equation and the contrast: 'CH3CH2CH2O-Na+ + CH3I -> 1-methoxypropane + NaI' vs the 3-halide pairing that only eliminates. Thin: top sim 0.54, much of it ether cl",0.54
chemistry,12,8,Physical Properties and Hydrogen Bonding in Carbonyl Compounds,b,molecule_struct,widget,data_table_trend,med,"Chunk 5 names 'Boiling-point comparison at comparable molecular mass (the table to memorise)' with the order hydrocarbon < ether < aldehyde/ketone < alcohol < acid, and its stated ",0.607
chemistry,12,8,Reactions of Carbonyl Compounds with Ammonia Derivatives,b,reaction_mechanism,widget,reaction_scheme,med,"On topic but thin: 'B. Addition-elimination with ammonia derivatives H2N-Z (acid-catalysed, optimum pH 3.5): the adduct loses' - the chunk truncates before the Z table; only pH rea",0.5738
chemistry,12,8,Preparation of Carboxylic Acids,b,reaction_mechanism,widget,reaction_scheme,med,"Routes with reagents: nitrile hydrolysis -> propanoic acid, 'C6H5CH3 -KMnO4/KOH, H3O+-> C6H5COOH', Grignard + CO2, hydrolysis of esters/amides. Half the retrieval is acidity/pKa re",0.6425
chemistry,12,8,Multi-step Conversions and Reaction Maps,b,reaction_mechanism,widget,reaction_scheme,med,"Low top sim (0.41) but on point: an explicit 'Reaction map' branching on O-H vs C-OH cleavage, a 'Preparation map', and 'the preparation decision logic' matching starting material ",0.4083
chemistry,12,9,Physical Properties and Hydrogen Bonding in Amines,b,molecule_struct,widget,data_table_trend,med,"Demoted to a value grid: pKb figures (aniline 9.38, ammonia 4.75), bp order 1>2>3, and the trend's own exception - gas phase 3>2>1 but 'the usual aqueous outcome is 2 > 1 > 3 > NH3",0.5837
chemistry,12,9,Preparation and Structure of Diazonium Salts,b,labelled_figure,illustration,reaction_scheme,med,"Not a labelled figure: drawable content is the diazotisation chain 'C6H5NH2 + NaNO2 + 2HCl, 273-278 K -> C6H5N2+Cl-' and 'Ar-NH2 + NO+ -> Ar-NH-N=O -> Ar-N=N-OH -H2O-> Ar-N2+'.",0.6454
mathematics,11,8,Sequences: General Term and Recursive Definitions,j,none_symbolic,none,process_flow,med,"Chunk 239f95eb carries Figure 8.1 in full: three labelled boxes joined by arrows, 'input n=1,2,3' -> 'rule an=2n-1' -> 'output 1,3,5,7', with 'position'/'term an' on the arrows.",0.5851
mathematics,11,13,Variance and Standard Deviation,j,xy_plot,widget,xy_plot,med,"The teaching point is raw ungrouped data: batsman P 44,46,45,43,47 versus Q 5,90,12,88,30 with equal means but different SD, and Example 1's 12,15,18,21,24 giving mean 18, variance 18, SD 4.24.",0.6346
mathematics,12,1,Composition of Functions,j,none_symbolic,none,process_flow,med,"Top chunk is Figure 1.5: 'two horizontal flows. Top: x -> [f] -> [g] -> output, labelled do: f then g. Bottom: output -> [g-1] -> [f-1] -> x'. Remaining chunks are algebra.",0.5773
mathematics,12,3,Inverse by Elementary Row Operations,j,none_symbolic,none,process_flow,med,"Numbered algorithm: '1. Write A=IA... 2. Use row operations to convert the left block from A to I, applying each operation to both blocks. 3. When the lef...' plus branch 'zero row, no go'.",0.6271
mathematics,12,4,Consistency of Non-Homogeneous Systems,j,none_symbolic,none,process_flow,med,"Every chunk repeats the branching triage: compute Delta as a polynomial in the parameter; at each root test Delta_i; any nonzero => no solution, all zero => infinitely many. Branched steps.",0.4757
mathematics,12,12,Mathematical Formulation of a Linear Programming Problem,d,geometry_plane,widget,process_flow,med,"Text lays out 'The 5-Step Formulation Procedure': Step 1 name decision variables, Step 2 objective, Step 3 constraints clause by clause, Step 4 non-negativity, Step 5 the model - numbered ordered step",0.6953
biology,11,1,Taxonomic Hierarchy: Categories from Kingdom to Species,n,labelled_figure,illustration,process_flow,med,"Chunks are definitions (taxon vs category) plus an explicit diagram spec: inverted pyramid of seven ordered bands Kingdom->Species with two trend arrows. Ordered labelled nodes, no",0.6483
biology,11,10,"Interphase: G1, S, G2 and G0 Phases",n,process_cycle,widget,process_flow,med,"Chunks give the ordered cycle explicitly: 'G1 -> S -> G2 -> Prophase -> Metaphase -> Anaphase -> Telophase -> Cytokinesis', with G0 exiting from G1. A ring of labelled stages.",0.6213
biology,11,10,Phases of Mitosis: Prophase to Telophase,n,process_cycle,widget,process_flow,med,"PMAT one-liners give stage + defining event in fixed order (condensation, equatorial plate, centromeres split, envelope reforms). Retrieval leaned meiotic, but the mitotic chain is",0.6162
biology,11,10,Prophase I: Substages and Crossing Over,n,process_cycle,widget,process_flow,med,"Explicit ordered substage table: Leptotene -> Zygotene (synapsis) -> Pachytene (crossing over) -> Diplotene (chiasmata) -> Diakinesis (terminalization), each with one defining even",0.6934
biology,11,10,Meiosis I: Metaphase I to Telophase I,n,process_cycle,widget,process_flow,med,"Chunks give 'Prophase I -> Metaphase I -> Anaphase I -> Telophase I -> interkinesis' with one defining event per stage (bivalents at equator, homologues disjoin). Ordered chain.",0.7262
biology,11,10,Meiosis II: Events and Outcomes,n,process_cycle,widget,process_flow,med,Explicit stage/event table 'Prophase II -> Metaphase II -> Anaphase II -> Telophase II' ending in four haploid cells; chunk states the sequence outright. Ordered chain.,0.6742
biology,11,11,Cyclic and Non-Cyclic Photophosphorylation,n,process_cycle,widget,process_flow,med,Chunks contrast an open chain 'Water -> PS II -> PS I -> NADP+' with a closed loop 'P700 -> carriers -> back to P700'. Chain vs ring is exactly what process_flow renders.,0.6193
biology,11,11,Photorespiration and RuBisCO Specificity,n,process_cycle,widget,process_flow,med,"Chunks give an ordered organelle-hopping pathway: RuBisCO adds O2 -> one 3-PGA + 2C phosphoglycolate -> exported to peroxisome then mitochondrion -> CO2 released, no sugar/ATP.",0.6084
biology,11,11,C4 Pathway and Kranz Anatomy,n,process_cycle,widget,process_flow,med,Chunk figure: 'Two adjacent leaf cells. LEFT mesophyll: CO2+PEP(3C)-PEPcase->OAA(4C)->malic acid; arrow (plasmodesmata) carrying mal[ate]' to bundle sheath - a labelled two-compart,0.6235
biology,11,11,Factors Affecting Photosynthesis and Blackman's Law of Limiting Factors,n,xy_plot,widget,xy_plot,med,"Chunk carries Figure 11.9 verbatim: 'Rate-of-photosynthesis (y-axis) vs light intensity (x-axis) graph. Curve rises steeply, then plateaus', plus a second higher-CO2 plateau curve. A plotted saturation curve.",0.7237
biology,11,12,Fermentation: Alcoholic and Lactic Acid Pathways,n,process_cycle,widget,process_flow,med,Only pathway text is the cheat-sheet branch 'Alcoholic - pyruvate -> acetaldehyde (+CO2) -> ethanol; Lactic - pyruvate -> lactic acid'. A real but tiny 2-branch chain; rest is glyc,0.6509
biology,11,12,Respiratory Quotient of Different Substrates,n,xy_plot,widget,data_table_trend,med,"Chunks tabulate RQ vs substrate: 1.0 carbohydrate, 0.7-0.9 fat/protein, >1.0 organic acid (malic 1.33, oxalic 4), infinite anaerobic. Short numeric cells, 4-5 rows; ordering exists but no anomaly-marked trend.",0.6638
biology,11,13,"Differentiation, Dedifferentiation and Redifferentiation",n,process_cycle,widget,process_flow,med,Chunk: 'Figure A three-step cyclic flow - Meristem cell -(Differentiation)-> Mature cell -(Dedifferentiation)-> regains division -(Redifferentiation)-> secondary xylem'. Labelled b,0.5307
biology,11,14,Exchange of Gases: Partial Pressures and the Diffusion Membrane,n,process_cycle,widget,data_table_trend,med,"Chunks carry the partial-pressure grid (atmosphere 159/0.3, alveoli 104/40, deoxy 40/45, oxy 95/40) with 'Reading the table is the whole game: gas flows from higher to lower partia",0.655
biology,11,15,Blood Groups: ABO and Rh Incompatibility,n,data_table_trend,widget,data_table_trend,med,"Chunk carries the ABO grid verbatim (Group / Antigen / Antibody / Can donate to / Can receive from) with short cells. Fits the grid limits, but there is no trend axis; the chapter's figure is a compatibility wheel.",0.7317
biology,11,15,"Cardiac Cycle: Phases, Volumes and Heart Sounds",n,process_cycle,widget,process_flow,med,Chunks give the closed cycle 'atrial systole -> ventricular systole -> joint diastole' (~0.8 s) with valve events and S1/S2 attached to each phase - a ring of labelled stages.,0.6793
biology,11,16,Nitrogenous Wastes and Modes of Excretion,n,process_cycle,widget,data_table_trend,med,"Chunks give the mode/excreted-form/toxicity/water grid and 'Master arrow: NH3 -> urea -> uric acid - toxicity down, water-economy up', with the tadpole-vs-adult-frog exception. A g",0.6144
biology,11,18,Synaptic Transmission and Neurotransmitters,n,process_cycle,widget,process_flow,med,"Retrieval is mostly neuron anatomy/resting potential; the synapse content that lands is an ordered chain: 'impulse -> Ca2+ in -> vesicles release neurotransmitter'. Chain, not a cy",0.48
biology,11,18,Autonomic Nervous System: Sympathetic and Parasympathetic,n,labelled_figure,illustration,data_table_trend,med,"Organ-by-organ grid in chunk: 'Heart rate Increases/Decreases, Pupil Dilates/Constricts, Bronchi Dilate/Constrict', plus stated exceptions (sweat glands, most vessels).",0.6954
biology,11,19,Mechanism of Hormone Action and Receptor Types,n,reaction_mechanism,widget,process_flow,med,Cheat sheet gives the chain: 'water-soluble -> surface receptor -> 2nd messenger (cAMP) -> fast'; 'fat-soluble -> intracellular receptor -> gene expression -> slow'. Rest is gland ,0.5748
biology,12,1,Anther Structure and Microsporogenesis,n,process_cycle,widget,process_flow,med,Numbered developmental chain in the chunks: 'sporogenous tissue -> PMC (2n) -> meiosis -> microspore tetrad (n) -> pollen grains -> dehiscence'. Anther T.S. wall layers are seconda,0.6801
biology,12,1,Megasporogenesis and Embryo Sac Development,n,process_cycle,widget,process_flow,med,"Explicit chain: 'MMC (2n) -> meiosis -> 4 megaspores -> 3 degenerate -> 1 functional megaspore (n)' then 'functional megaspore -> 3 mitotic divisions -> 8 nuclei, 7 cells'.",0.6392
biology,12,1,Pollen-Pistil Interaction and Pollen Tube Growth,n,process_cycle,widget,process_flow,med,"Numbered recognition sequence: '1. The stigma chemically reads the arriving pollen. 2. If compatible, the pistil promotes it - the grain germinates', up to tube entry into the ovul",0.5987
biology,12,1,Artificial Hybridisation: Emasculation and Bagging,n,molecule_struct,widget,process_flow,med,Chunk states the procedure verbatim: 'The correct chain is emasculate -> bag -> (collect ->) dust -> re-bag.' An ordered protocol; molecule_struct was nonsense here.,0.5164
biology,12,2,Menstrual Cycle and Its Hormonal Regulation,n,process_cycle,widget,process_flow,med,"Four ordered phases closing on themselves: 'Menstrual (3-5 d) - Follicular (~14 d) - Ovulatory (~day 14, LH surge) - Luteal (~10 d)'. A ring; the hormone curves are not a closed-fo",0.5205
biology,12,5,Structure of DNA: Double Helix and Chargaff's Rules,n,molecule_struct,widget,molecule_3d,med,"Chunks give real 3-D geometry: 'diameter 2 nm; rise 0.34 nm/bp; pitch 3.4 nm; 10 bp per turn', antiparallel strands, A=T/G=C. That is a PDB structure, not a 2-D central-atom formul",0.7136
biology,12,5,"DNA Packaging: Nucleosome, Chromatin and Histones",n,process_cycle,widget,process_flow,med,"Chunk gives the packaging hierarchy as an arrow chain: 'DNA -> histone octamer [2x(H2A,H2B,H3,H4)] -> nucleosome (~200 bp) -> +H1 = chromatosome -> chromatin -> chromosome'.",0.5416
biology,12,5,Search for Genetic Material: Griffith's Transformation and Avery-MacLeod-McCarty,n,apparatus,illustration,data_table_trend,med,"Chunks carry two grids: the four Griffith treatments and their outcomes (live R->live ... heat-killed S + live R->die, the exception that makes the point) and a Strain/Colony/Capsu",0.6565
biology,12,5,DNA Replication: Semiconservative Mechanism and Enzymes,n,reaction_mechanism,widget,process_flow,med,"Chunk gives 'The step-by-step logic, with the reason for each step: 1. Origin (ori)...' at the fork, plus the ordered enzyme crew (helicase, topoisomerase, SSBP, primer, polymerase",0.6327
biology,12,5,lac Operon and Regulation of Gene Expression,n,process_cycle,widget,process_flow,med,"ON pathway numbered in chunk: lactose enters -> acts as inducer -> inactivates repressor -> repressor leaves operator -> polymerase transcribes z, y, a. OFF state is the same chain",0.7022
biology,12,5,DNA Fingerprinting and VNTR Polymorphism,n,process_cycle,widget,process_flow,med,"Chunks name an explicit ordered technique chain: 'I-PRESHA' = Isolation, PCR, Restriction, Electrophoresis, Southern blot, Hybridisation, Autoradiography. Linear pathway, not a clo",0.6074
biology,12,6,"Types of Natural Selection: Stabilising, Directional and Disruptive",n,process_cycle,widget,xy_plot,med,"Chunk table has an 'Effect on the curve' column: 'peak gets taller & narrower', 'peak shifts toward that extreme', 'curve splits into two peaks' - three trait-distribution curves o",0.5593
biology,12,6,Human Evolution: Hominid Fossils and Timeline,n,process_cycle,widget,data_table_trend,med,Chunks give a grid (Hominin | when | where | brain capacity | features) and an explicit 'brain-capacity ladder (~400 -> 700 -> 900 -> 1400 -> 1600)' - values with a trend to read.,0.5988
biology,12,7,"AIDS: HIV Structure, Transmission and Replication Cycle",n,process_cycle,widget,process_flow,med,Chunk gives the numbered replication pathway ('the diagram the exam loves'): Entry -> reverse transcription -> integration -> T-cell invasion -> immune collapse. Linear chain of st,0.4926
biology,12,8,"Microbes in Household Products (Curd, Dough, Cheese, Toddy)",n,apparatus,illustration,process_flow,med,"Chunk: 'Figure - to be drawn. A simple 4-stage horizontal flow strip: (1) warm milk; (2) starter added; (3) arrow lactose to lactic acid, pH falls; (4) set curd'. Stages+arrows, no",0.6834
biology,12,9,"PCR: Principle, Steps and Applications",n,apparatus,illustration,process_flow,med,"Chunk figure is a cycle, not a machine: '(A) denaturation ~94C, (B) annealing ~40-60C, (C) extension ~72C by Taq; arrow looping back x30 cycles'. No thermocycler hardware described",0.587
biology,12,10,Bt Cotton and Bt Toxin (cry Genes),n,process_cycle,widget,process_flow,med,Ordered kill chain: bacterium makes inactive crystal -> cry gene into cotton -> larva eats -> alkaline midgut activates protoxin -> toxin pores gut cells. Mnemonic 'crystal-eaten-a,0.7309
biology,12,10,RNA Interference and Nematode-Resistant Plants,n,wave_form,widget,process_flow,med,Numbered steps: sense + antisense RNA -> pair into dsRNA -> RNAi silences nematode mRNA -> no translation -> parasite cannot survive. The author calls it a 'vertical flow'. A 4-5 node chain.,0.6656
