subject,class_level,chapter_order,concept,exams,archetype,build_class,archetype_v2,v2_confidence,v2_evidence,v2_top_sim
physics,12,2,Electric Dipole in External Field,b,field_lines,widget,gap_dipole_in_uniform_field,med,"Fig 2.3 (dipole at theta in uniform E with curved torque arrow tau = pE sin theta) is chunks 2 and 6, tied to Derivation B.",0.5985
physics,12,2,Electrostatics of Conductors,b,field_lines,widget,gap_gaussian_surface,med,"Chunks 1, 5, 9 carry Fig 2.5, the Gaussian pillbox straddling the conductor surface used to derive E = sigma/epsilon0.",0.6910
physics,12,2,Capacitance of Conductors,b,circuit,widget,none_symbolic,med,"PASSES DISAGREED (A=gap_gaussian_surface, B=none_symbolic); demoted. Chunks 2, 3, 8 repeat the Fig 2.5 conductor pillbox; the capacitance content itself (C = 4 pi eps0 R, spherical capacitor) is pure derivation.",0.6401
physics,12,2,Dielectric Effects on Capacitance,b,circuit,widget,none_symbolic,med,"Chunks are the K-scaling connected/disconnected table, C = K eps0 A/d derivations and force-on-slab energy algebra; Fig 2.4 only trails one chunk.",0.6078
physics,12,2,Combination of Capacitors,b,circuit,widget,circuit_network,high,"Chunks 1 and 2 are Fig 2.7 (C1,C2,C3 parallel across V) and Fig 2.6 (C1,C2,C3 series across V) — topology series with cell+3 capacitors, or parallel with 3.",0.6794
physics,12,2,Energy Stored in a Capacitor,b,circuit,widget,none_symbolic,high,"Content is the integral W = int q/C dq, U = Q^2/2C forms, u = 1/2 eps0 E^2 and bulb/dielectric numericals; no figure is worked.",0.5926
physics,12,2,Charge Sharing and Common Potential,b,field_lines,widget,none_symbolic,med,"Thin retrieval (top_sim 0.512) of cheat-sheet bullets, Vc = (C1V1+C2V2)/(C1+C2) and energy-loss numericals; one stray Fig 2.7 block.",0.5120
physics,12,3,Electric Current and Drift Velocity,b,circuit,widget,gap_drift_velocity_conductor,high,Chunk 2 is the full Fig 3.2 field-OFF/field-ON electron zig-zag panels; chunk 1 works Fig 3.3's slice of length v_d dt; chunk 8 adds Fig 3.7 frustum.,0.7047
physics,12,3,Ohm's Law and Resistance,b,circuit,widget,gap_vi_characteristic,high,"Chunk 3 is the figure block for Fig 3.4 (ohmic line plus non-ohmic curve), Fig 3.5 (diode characteristic) and Fig 3.6 (negative-resistance S-curve) — all outside xy_plot.",0.5311
physics,12,3,Resistivity and Temperature Dependence,b,circuit,widget,gap_resistivity_temperature_graph,med,"Chunk 4 is the Fig 3.8 block: two side-by-side rho-T panels (metal rising with residual, semiconductor falling exponentially); xy_plot draws only one curve.",0.6275
physics,12,3,Series and Parallel Combination of Resistors,b,circuit,widget,circuit_network,high,"Chunks 3 and 4 are Fig 3.9 (R1,R2,R3 in a line with battery V, drops V1,V2,V3) and Fig 3.10 (three parallel branches, I splitting into I1,I2,I3).",0.6883
physics,12,3,Electrical Energy and Power,b,circuit,widget,none_symbolic,med,"Eight of ten chunks are P = VI = I^2R = V^2/R, Joule's law, kWh billing and max-power-transfer differentiation; Fig 3.12's peaked P-R curve is not an xy_plot curve.",0.6171
physics,12,3,"EMF, Terminal Voltage and Internal Resistance",b,circuit,widget,circuit_network,med,"Chunk 2 is Fig 3.13, a single loop of cell E with internal r driving external R — expressible as series cell+r+R — though the dashed cell box and terminal-V label are not.",0.6837
physics,12,3,Combination of Cells,b,circuit,widget,gap_cell_grouping_circuit,high,"Chunk 6 is Fig 3.14 (n=4 cells each E with r, plus R, in one loop) and chunk 3 is Fig 3.15 (m rows x n cells array) — both exceed the 4-element series limit.",0.5307
physics,12,3,Kirchhoff's Laws and Network Analysis,b,circuit,widget,circuit_network,med,"Chunk 6 is Fig 3.17's diamond bridge (P,Q,R,S plus galvanometer on diagonal, 6 V across the other) — exactly the bridge topology; but Fig 3.16's junction/hill metaphor is not.",0.7053
physics,12,3,Wheatstone Bridge,b,circuit,widget,circuit_network,med,"Top chunk derives P/Q = R/S from Fig 3.17 (four arms plus G on the B-D diagonal, battery across A-C); chunks 2 and 4 pull in the meter-bridge Fig 3.19 instead.",0.5946
physics,12,3,Measuring Instruments,b,circuit,widget,apparatus,med,"Chunks 2 and 4 are Fig 3.19: a metre-scale wire A-C, two resistance gaps R and X, galvanometer to a jockey at D — a laboratory setup drawing, not a reducible network.",0.4698
physics,12,3,Complex Network Reduction,j,circuit,widget,none_symbolic,low,"Very thin retrieval (top_sim 0.353): table-of-contents text, star-delta and infinite-grid symmetry algebra, mesh-current equations; no figure is worked.",0.3534
physics,12,3,Capacitor Charging and Discharging in RC Circuits,j,circuit,widget,none_symbolic,low,"Retrieval is entirely off-topic — EMF/terminal-voltage and Kirchhoff material; no RC transient, time constant or exponential-decay content appears at all.",0.4254
physics,12,4,Magnetic Force on a Moving Charge,b,field_lines,widget,gap_charge_in_magnetic_field,med,"Figure 4.8 appears as a full figure block (B into page, v tangent, F=qv x B radial, circle r=mv/qB); no registered widget draws a charged particle circling in B.",0.6564
physics,12,4,Motion of Charged Particles in a Magnetic Field,b,field_lines,widget,gap_charge_in_magnetic_field,med,"Top chunks are Figure 4.8 twice plus Figure 4.9 (cyclotron dees, spiral); field_lines covers only point/dipole/like_charges/parallel_plates.",0.6668
physics,12,4,Magnetic Field and Biot-Savart Law,b,field_lines,widget,gap_biot_savart_geometry,med,"Figure 4.2 (loop in y-z plane, element I dl, vector r to P, dB resolved into dBcos(alpha)/dBsin(alpha)) is drawn and worked step-by-step in Derivation A.",0.7172
physics,12,4,Ampere's Circuital Law and Its Applications,b,circuit,widget,gap_amperian_loop,high,"Figures 4.4, 4.5, 4.6 and 4.7 (wiggly Amperian loop, solenoid rectangle abcd, toroid three loops, cavity superposition); field_lines excludes solenoids and Gaussian-style loops.",0.7516
physics,12,4,Force on a Current-Carrying Conductor in a Magnetic Field,b,field_lines,widget,gap_current_loop_in_field,med,"Chunks 1-3 are Figure 4.10 (rectangular loop, F1/F2 couple, normal n at theta, arm b sin theta); Figs 4.11/4.12 also retrieved.",0.6521
physics,12,4,Force Between Two Parallel Current-Carrying Conductors,b,field_lines,widget,gap_wire_and_loop_force,low,"top_sim only 0.56; Derivation C for parallel wires is pure algebra with no figure, but Figure 4.12 (wire I1 plus square loop, Fnear/Ffar) is retrieved twice.",0.5649
physics,12,4,Torque on a Current Loop,b,field_lines,widget,gap_current_loop_in_field,med,"Figure 4.10 is the top-sim chunk and its full figure block; Derivation B works F1=F2=BIa, arm b sin theta, tau=BIA sin theta off it.",0.6763
physics,12,4,Magnetic Dipole Moment of a Current Loop,b,field_lines,widget,none_symbolic,med,"Chunks are m=NI A, the far-field derivation B_axial=(mu0/4pi)(2m/x^3), an electric-magnetic analogy comparison table and worked numerics; no figure of a loop.",0.6831
physics,12,4,Magnetic Dipole Moment of a Revolving Electron (Bohr Magneton),b,field_lines,widget,gap_orbital_magnetic_moment,med,"Figure 4.16 appears as a full figure block (electron -e on orbit r, conventional I, L up, mu down) and is Derivation A's setup diagram.",0.7167
physics,12,4,Moving Coil Galvanometer and Its Conversion,b,circuit,widget,gap_meter_circuit,med,"Figures 4.13/4.14/4.15 draw G with shunt S in parallel, G with multiplier R in series, and a voltmeter across R2; circuit_network allows a galvanometer only in a bridge and no meters.",0.5991
physics,12,5,Bar Magnet and Magnetic Dipole Moment,b,field_lines,widget,gap_bar_magnet_field_lines,med,"Figure 5.1 (closed field-line loops N to S, compass needle tangent) plus Figure 5.2; field_lines is explicitly not a bar magnet.",0.6983
physics,12,5,Magnetic Field Lines and Gauss's Law,b,field_lines,widget,gap_gauss_surface_flux,med,"Top chunk is the whole Figure 5.7 block: closed sphere round a bar magnet, lines exiting must re-enter, net flux 0, beside a surface round +q; field_lines excludes Gaussian surfaces.",0.7165
physics,12,5,Bar Magnet as Equivalent Solenoid,b,field_lines,widget,none_symbolic,med,Derivation A slices the solenoid (n dx turns) and integrates dB to B=(mu0/4pi)(2m/r^3) with no figure; the retrieved Fig 5.8 belongs to permanent magnets.,0.6399
physics,12,5,Torque on a Magnetic Dipole,b,field_lines,widget,none_symbolic,med,Nine of ten chunks are the pole-couple algebra tau=(q_m B)(2l sin theta)=mB sin theta and Addendum A force numerics; only one passing Figure 5.2 caption.,0.6527
physics,12,5,Potential Energy and Work Done on a Magnetic Dipole,b,field_lines,widget,none_symbolic,med,"Chunks work W=integral mB sin theta d(theta)=mB(cos t1 - cos t2), U=-m.B, and the energy-gradient F=-dU/dx numerics; no figure is drawn or labelled.",0.6213
physics,12,5,Earth's Magnetism,b,field_lines,widget,gap_earth_field_elements,med,"Figures 5.3 and 5.4 appear as full figure blocks (B_E tilted below horizontal with B_H, B_V, dip and declination; Earth cross-section at latitude lambda) and the pro-tip says to draw the triangle.",0.5878
physics,12,5,"Magnetization, Magnetic Intensity, Susceptibility and Permeability",b,field_lines,widget,none_symbolic,med,"PASSES DISAGREED (A=none_symbolic, B=data_table_trend); demoted. Content is H=B0/mu0, M=m/V, B=mu0(H+M), the mu_r=1+chi derivation and numerics; the three-families table is a categorical comparison, not a trend down a column.",0.6757
physics,12,5,"Diamagnetic, Paramagnetic and Ferromagnetic Materials",b,field_lines,widget,gap_magnetic_material_bars,med,"PASSES DISAGREED (A=gap_magnetic_material_bars, B=data_table_trend); demoted. Top-sim chunk carries the whole Figure 5.5 block: three bars in B0 labelled (a) dia lines expelled, (b) para slightly concentrated, (c) ferro strongly crowded, plus domain arrows.",0.6691
physics,12,5,Curie's Law and Temperature Dependence,b,field_lines,widget,none_symbolic,low,"top_sim 0.39 and the chunks are generic Subtopic 03 material; chi=C mu0/T appears only as a formula plus a chi1 T1 = chi2 T2 worked numerical, with no chi-T graph.",0.3894
physics,12,5,Hysteresis and Permanent Magnets,b,field_lines,widget,gap_hysteresis_loop,high,"Figures 5.6 and 5.8 draw B-H loops labelled saturation, retentivity Br, coercivity Hc and shaded loop area, thin soft-iron inside fat steel; xy_plot cannot express a hysteresis loop.",0.5930
physics,12,6,Magnetic Flux and Flux Linkage,b,field_lines,widget,none_symbolic,med,Chunks are Addendum F's flux-integration template and Phi(t)=B a b cos(omega t) differentiations plus formula tables; figure mentions are incidental captions.,0.5932
physics,12,6,Faraday's Law of Induction,b,field_lines,widget,gap_magnet_coil_induction,med,"Figure 6.1 (bar magnet N pole approaching coil, induced CCW current, induced N face, repulsive force arrow) appears in three chunks including a full figure block.",0.6279
physics,12,6,Lenz's Law and Direction of Induced Current,b,field_lines,widget,gap_magnet_coil_induction,high,"Top-sim chunk is the Figure 6.1 block itself and MCQ Q3 works exactly that picture (anticlockwise as seen from above, repulsive).",0.6476
physics,12,6,Motional EMF and Electromagnetic Force/Power,b,field_lines,widget,none_symbolic,high,"All ten chunks are the Lorentz/Faraday derivation of epsilon=Bvl, the I-F-P chain and Addendum A energy numerics; no figure is referenced anywhere.",0.6018
physics,12,6,Charge Flow and Heat in Induced Circuits,b,circuit,widget,none_symbolic,med,Chunks give q=N delta-Phi/R derived by integrating dq=(N/R)dPhi and Q=I^2 R t worked numerically; figure captions appear only as trailing page fragments.,0.5255
physics,12,6,Induced Electric Field due to Changing Magnetic Flux,j,field_lines,widget,none_symbolic,low,Retrieval is off-topic: no chunk discusses an induced electric field or the line-integral form; all ten are generic Subtopic 01 flux/Faraday/Lenz text.,0.6195
physics,12,6,Eddy Currents and Electromagnetic Damping,b,circuit,widget,none_symbolic,high,Addendum E derives P_vol ~ sigma L^2 (dB/dt)^2 and tau=mR/(B^2 l^2) by ODE and dimensions; no figure appears in any of the ten chunks.,0.6741
physics,12,6,Self-Inductance and Magnetic Energy,b,circuit,widget,none_symbolic,med,Chunks derive L=mu0 n^2 A l and U=(1/2)LI^2 with u_B=B^2/2mu0 plus numericals; the single figure reference (Fig 6.6) is the mutual-inductance coil geometry.,0.6693
physics,12,6,Mutual Inductance,b,circuit,widget,none_symbolic,med,"Chunks are the coaxial-solenoid derivation M=mu0 n1 n2 A l, reciprocity, M=k sqrt(L1 L2) and Addendum G dot-convention algebra; one incidental Fig 6.6 caption.",0.6422
physics,12,6,AC Generator and Rotating Coil EMF,b,circuit,widget,apparatus,med,"Figure 6.7 is a machine drawing: armature coil between N and S poles on an axle, two slip rings, carbon brushes, external resistor; the chunks give a Construction recap of exactly those parts.",0.6740
physics,12,6,Growth and Decay of Current in an LR Circuit,j,circuit,widget,none_symbolic,high,Addendum B solves epsilon0 = L dI/dt + IR to I=(epsilon0/R)(1-e^-t/tau) and I0 e^-t/tau with numerics; no circuit diagram and no I-t curve is drawn.,0.6614
physics,12,7,Average and RMS Values of AC,b,circuit,widget,none_symbolic,high,"All ten chunks are the RMS integral derivation, half-cycle mean integral, form/peak-factor formulas, a unit table and worked numerics; no figure referenced.",0.6336
physics,12,7,AC through Pure Resistor,b,circuit,widget,none_symbolic,low,"Retrieval is off-topic (LCR phasor algebra, admittance addendum, black-box numericals); nothing but formulas and worked numbers, no figure.",0.4441
physics,12,7,Phasors and Phase Relationships,b,wave_form,widget,gap_phasor_diagram,high,"Chunks 1 and 2 are Figure 7.1 in full: current phasor on +x, V_R in phase, V_L up, V_C down, resultant V=IZ as hypotenuse at angle phi; no registry widget draws phasors.",0.5238
physics,12,7,AC through Pure Inductor,b,circuit,widget,none_symbolic,low,"Retrieval drifts to transformer derivation, TOC pages and the black-box example; the inductor content is the integral for i = (v_m/wL)sin(wt-pi/2), pure algebra.",0.4395
physics,12,7,AC through Pure Capacitor,b,circuit,widget,none_symbolic,med,"Chunks are MCQ traps, the X_C = 1/(2*pi*f*C) worked example (127.3 ohm, 1.81 A) and power-factor-correction algebra; no figure centred here.",0.4660
physics,12,7,Series LR Circuit,b,circuit,widget,none_symbolic,med,"Chunks are practice problems, impedance/phase formula tables and MCQs; the circuit loop is never drawn, so circuit_network is not earned.",0.4952
physics,12,7,Series RC Circuit,b,circuit,widget,none_symbolic,med,"Chunks are practice exercises, the black-box example and admittance/parallel-resonance addenda — worked numerically; no RC circuit drawing.",0.5050
physics,12,7,Series LCR Circuit: Impedance and Phase,b,circuit,widget,gap_phasor_diagram,high,"Derivation 3.3 says ""Step 1 — draw each voltage phasor relative to the current"" and Figure 7.1 appears in chunks 1, 3 and 10; it is phasor algebra, not a drawn loop.",0.5903
physics,12,7,Resonance and Q-Factor,b,wave_form,widget,gap_resonance_curve,high,Chunk 9 is Figure 7.2: three nested I_rms-vs-omega resonance peaks for increasing R with the I_max/sqrt2 level and bandwidth marked; xy_plot has no Lorentzian and one curve only.,0.7026
physics,12,7,Power in AC Circuits and Power Factor,b,circuit,widget,none_symbolic,high,"Chunks are the P_avg = V_rms*I_rms*cos(phi) averaging derivation, transformer ratio algebra, transmission-loss numerics and MCQs; no figure in any chunk.",0.5832
physics,12,7,LC Oscillations,b,wave_form,widget,none_symbolic,high,"Chunks are the Ldq2/dt2 + q/C = 0 SHM derivation, energy-conservation algebra, the SHM-analogy correspondence list and MCQs; no figure referenced.",0.6210
physics,12,7,Transformers,b,circuit,widget,labelled_figure,med,"PASSES DISAGREED (A=labelled_figure, B=gap_transformer_diagram); demoted. Chunks 2 and 4 carry Figure 7.3 — laminated soft-iron core, primary N_p and secondary N_s coils, AC source, bulb and flux arrows — a labelled device picture; circuit_network excludes transformers.",0.4848
physics,12,8,Displacement Current and Maxwell's Equations,b,field_lines,widget,gap_amperian_loop_capacitor,high,"Chunk 7 is Figure 8.1 (charging capacitor, one Amperian loop, flat surface S1 vs bulging S2) and chunk 3 says ""Draw one loop, but stretch two different surfaces over it"".",0.7489
physics,12,8,Sources and Experimental Discovery of Electromagnetic Waves,b,wave_form,widget,none_symbolic,med,"No figure in any chunk; content is Procedure A's prose causal chain, Hertz's experiment described in words, history and I = P/(4*pi*r^2) numerics.",0.7423
physics,12,8,Nature and Properties of Electromagnetic Waves,b,wave_form,widget,gap_em_wave_3d,high,"Chunk 4 is Figure 8.2 — E sinusoid in the x-y plane and B sinusoid in the x-z plane, in phase, propagation along E x B; xy_plot draws one 2-D curve only.",0.7065
physics,12,8,"Energy, Momentum and Radiation Pressure of Electromagnetic Waves",b,wave_form,widget,none_symbolic,med,"Chunks are P_rad = (I/c)(1+R) method, solar-sail and laser-thrust worked numbers, and the u_E:u_B = 1:1 algebra; no figure is worked.",0.6595
physics,12,8,Electromagnetic Spectrum and Applications,b,wave_form,widget,data_table_trend,high,"Chunk 1 is a 7-row table (Radio..Gamma) x 4 columns (wavelength, frequency, produced by, uses) closing ""The trend is what matters: lambda falls, f and photon energy rise"".",0.6555
physics,12,9,Ray Optics Fundamentals,b,ray_optics,widget,none_symbolic,low,"PASSES DISAGREED (A=gap_ray_diagram_instrument, B=none_symbolic); demoted. Retrieval is entirely Optical Instruments material: chunks 1, 4, 5 and 6 are Figures 9.14–9.17 captions (microscope and telescope ray diagrams), off-topic for a fundamentals concept.",0.5613
physics,12,9,Reflection by Plane Mirrors,b,ray_optics,widget,none_symbolic,med,"PASSES DISAGREED (A=gap_ray_diagram_mirror, B=none_symbolic); demoted. Chunks 3, 4 and 5 carry Figures 9.1–9.3 (concave/convex mirror ray diagrams); the plane-mirror material itself is prose plus N = 360/theta and velocity numerics.",0.5993
physics,12,9,Reflection by Spherical Mirrors,b,ray_optics,widget,gap_ray_diagram_mirror,high,"Figures 9.1, 9.2 and 9.3 appear in chunks 1, 4, 7 and 8, and the derivations work them (similar triangles ABP ~ A'B'P; the four standard rays).",0.6280
physics,12,9,Refraction at Plane Surfaces,b,ray_optics,widget,gap_ray_diagram_refraction,med,"Chunks 2 and 7 carry Figure 9.4 (ray bending toward the normal; denser-to-rarer at three incidence angles), but most chunks are multi-boundary apparent-depth numerics.",0.6214
physics,12,9,Total Internal Reflection,b,ray_optics,widget,gap_ray_diagram_refraction,high,"Chunk 2 is Figure 9.4's three-angle denser-to-rarer panel (below C, r=90 at C, TIR above C) and chunk 3 is Figure 9.6, the optical fibre acceptance-cone and TIR path.",0.6636
physics,12,9,Refraction at Spherical Surfaces,b,ray_optics,widget,gap_ray_diagram_lens,high,"Figure 9.7 (object O, ray refracting at M, image I, P, C, R, u, v) appears in chunks 4, 5 and 10, and the derivation works its triangles OMC and MIC.",0.6387
physics,12,9,Lens Maker's Formula,b,ray_optics,widget,gap_ray_diagram_lens,med,"Figure 9.7 recurs in chunks 5 and 10 and the single-surface geometry is worked with alpha, beta, theta, but the lens-maker step itself is two-surface algebra.",0.6688
physics,12,9,Thin Lens Formula and Magnification,b,ray_optics,widget,gap_ray_diagram_lens,med,"Figure 9.8 (object beyond 2F, two principal rays, real inverted image between F and 2F) appears in chunks 4 and 5; Derivation 1 uses its similar triangles.",0.6083
physics,12,9,Power of a Lens and Combination of Lenses,b,ray_optics,widget,none_symbolic,med,"PASSES DISAGREED (A=none_symbolic, B=gap_ray_diagram_lens); demoted. Content is dioptre algebra — P = P1+P2, P = P1+P2-d*P1*P2, P_eq = 2P_lens+P_mirror — plus silvered-lens and displacement-method numerics; the figures belong to neighbouring image-formation text.",0.6795
physics,12,9,Prism and Angular Deviation,b,ray_optics,widget,gap_ray_diagram_prism,high,"Chunk 1 is Figure 9.11 (apex A, i, r1, r2, e, deviation delta) and chunk 10 is Figure 9.12's U-shaped i-delta curve; the r1+r2=A derivation works the prism picture.",0.5825
physics,12,9,Dispersion and Achromatic Combination,b,ray_optics,widget,gap_ray_diagram_prism,med,"Figure 9.10 (white light fanning red-to-violet, angular dispersion labelled) is in chunks 5 and 7 and Figure 9.13 (crown/flint direct-vision pair) in chunk 10; much else is achromat algebra.",0.5747
physics,12,9,Optical Instruments,b,ray_optics,widget,gap_ray_diagram_instrument,high,"Chunks 2, 3, 6, 7 and 10 carry Figures 9.14–9.17 (simple and compound microscope, astronomical and Newtonian telescope), and CBSE is said to ask for the ray diagram itself.",0.6170
physics,12,9,Combination of Mirrors and Lenses,j,ray_optics,widget,none_symbolic,med,"Addendum B chunks are image-chaining worked numerics (lens then plane mirror then lens, silvered plano-convex P_eq = 2P_l + P_m) with no diagram worked.",0.6460
physics,12,10,Wavefront and Huygens' Principle,b,wave_form,widget,gap_wavefront_construction,high,"Figs 10.1/10.2 rendered in full: plane wavefront AB, wavelet of radius v*tau, tangent envelope CD/CE, normal, angles i and r; no registered widget draws this.",0.7280
physics,12,10,Coherent Sources and Interference Conditions,b,wave_form,widget,none_symbolic,med,"Chunks are coherence prose (division of wavefront vs amplitude), the path-difference/fringe-width formula block and thin-film cheat sheets; Fig 10.4 appears only as adjunct page content.",0.4909
physics,12,10,Interference of Light and Young's Double-Slit Experiment,b,wave_form,widget,gap_ydse_setup,high,"Chunks 1, 4, 6, 7 are Figure 10.4/10.5 content: slits S1 S2, separation d, screen at D, perpendicular S1->S2P giving S2N = d sin(theta).",0.7181
physics,12,10,Optical Path and Fringe Shift in YDSE,b,wave_form,widget,none_symbolic,med,"Core content is the glass-sheet shift worked numerically ((n-1)t = 6*lambda, t = 6 um) plus pitfalls and cheat sheet; the shifted pattern itself is never drawn.",0.6831
physics,12,10,Thin-Film Interference,b,wave_form,widget,gap_ray_diagram_thin_film,high,"Figs 10.6/10.7 fully rendered: ray 1 reflecting at A, ray 2 via B to C, AB = BC = t/cos r, perpendicular CD, lambda/2 phase change marked.",0.6299
physics,12,10,Diffraction of Light,b,wave_form,widget,gap_single_slit_diffraction_pattern,med,"Figure 10.8 caption carried in two chunks (wide central maximum, first minima at +/- lambda/a, weaker secondary maxima); the sinc-type envelope is outside xy_plot's closed curve set.",0.6736
physics,12,10,Polarisation of Light,b,wave_form,widget,gap_polarisation_diagram,high,"Figs 10.10, 10.11, 10.12 rendered in full: two polaroids with pass axes and I0/2, E0 resolved into E0 cos(theta)/E0 sin(theta), Brewster i_B + r = 90.",0.6847
physics,12,10,Doppler Effect of Light,j,wave_form,widget,none_symbolic,high,"All ten chunks are formulas (delta_f/f = -v_r/c), a wave-counting derivation, numericals and MCQs; only a small sign-summary table, no figure referenced.",0.6693
physics,12,11,Electron Emission Mechanisms,b,energy_level,widget,none_symbolic,med,"Content is a prose list of four emission types (thermionic, photoelectric, field, secondary) plus photon formulas; the Fig 11.1-11.4 chunks belong to the photoelectric experiment, not here.",0.5787
physics,12,11,Photoelectric Effect: Experimental Laws and Observations,b,xy_plot,widget,gap_photoelectric_characteristic_graphs,med,Chunk 2 is a pure figures chunk of Figs 11.1-11.3; the i-V curves with saturation and a common -V0 are not in xy_plot's closed curve set (apparatus is a defensible alternative label).,0.6168
physics,12,11,Einstein's Photoelectric Equation and Work Function,b,xy_plot,widget,none_symbolic,med,"PASSES DISAGREED (A=none_symbolic, B=xy_plot); demoted. Dominant content is the five-step energy-conservation derivation of K_max = h*nu - phi0 plus numericals; Fig 11.6 shows two parallel V0-vs-nu lines, which xy_plot cannot draw anyway.",0.6821
physics,12,11,Photon Energy and Momentum,b,xy_plot,widget,none_symbolic,high,"Chunks are E = hc/lambda and p = h/lambda with photon-counting and radiation-force numericals (30 W laser, 1.0e-7 N) and a quantity/units table; no figure.",0.5632
physics,12,11,Photoelectric Effect Graphs,b,xy_plot,widget,gap_photoelectric_characteristic_graphs,high,"Chunks 2 and 3 are entirely Figures 11.1-11.4; the family (i-V saturation pair, V0-vs-nu for two metals) exceeds xy_plot's one-curve limit.",0.6002
physics,12,11,Photon Flux and Radiation Intensity,b,xy_plot,widget,none_symbolic,high,"Purely numeric: n_ph = P*lambda/hc, inverse-square flux at 2 m, F = P/c and 2P/c, plus quantum-efficiency algebra; no figure in any chunk.",0.5247
physics,12,11,Wave-Particle Duality,b,wave_form,widget,none_symbolic,med,"Chunks are de Broglie prose, the cheat-sheet formula block and the Davisson-Germer procedure text; only one late chunk carries Figs 11.7/11.8.",0.6208
physics,12,11,Matter Waves and de Broglie Wavelength,b,wave_form,widget,none_symbolic,med,"Content is lambda = h/p = h/sqrt(2mK) = h/sqrt(2mqV), the 12.27/sqrt(V) shortcut and same-KE/same-p comparison numericals.",0.7214
physics,12,11,de Broglie Wavelength of Accelerated Charged Particles,b,wave_form,widget,none_symbolic,high,All chunks are the accelerated-charge algebra and ratios (lambda_p:lambda_alpha = 2*sqrt(2):1) plus the relativistic correction addendum; no figure content.,0.6167
physics,12,11,Davisson-Germer Experiment,b,energy_level,widget,apparatus,low,"Retrieval is thin (top_sim=0.33, mostly photoelectric/de Broglie chunks), but Fig 11.8 is rendered: electron gun, Ni crystal, movable detector on an arc, peak at phi = 50 deg.",0.3301
